position,floor,packet_size,iteration,signal_power,tx_power,tx_time,rx_time,cell_id,ecl,snr,earfcn,pci,rsrq,operator_mode,used_energy,rlc_ul_bler,rlc_dl_bler,mac_ul_bler,rlc_ul,rlc_dl,mac_ul,mac_dl,mem_current_allocated,mem_total_free,mem_max_free,mem_num_allocs,mem_num_frees,primary_cell,rsrp,rssi
150,4,64,0,-863,230,2697,3889,3091056,1,29,6446,411,-126,3,0.832,0,0,0,281,36,701,81,26456,15776,14168,4239,4013,1,-861,-747
150,4,64,1,-864,230,2661,3724,3091056,1,29,6446,411,-126,3,0.828,0,0,0,281,33,728,74,26456,15776,14168,4254,4028,1,-865,-751
150,4,64,2,-867,230,2649,4013,3091056,1,25,6446,411,-127,3,0.835,0,0,0,281,33,731,74,26456,15776,14168,4269,4043,1,-867,-751
150,4,64,3,-863,230,2652,3683,3091056,1,29,6446,411,-126,3,0.826,0,0,0,281,33,729,73,26456,15776,14168,4284,4058,1,-867,-751
150,4,64,4,-867,230,2663,4033,3091056,1,18,6446,411,-131,3,0.778,0,0,0,281,33,728,74,26456,15776,14168,4299,4073,1,-869,-750
150,4,64,5,-866,230,3592,4054,3091056,1,34,6446,411,-125,3,1.013,0,0,0,339,24,449,11,26456,15776,14168,4314,4088,1,-863,-752
150,4,64,6,-864,230,2467,3759,3091056,1,29,6446,411,-126,3,0.831,0,0,0,339,24,591,69,26456,15776,14168,4329,4103,1,-866,-751
150,4,64,7,-863,230,2649,4065,3091056,1,23,6446,411,-128,3,0.836,0,0,0,339,33,730,74,26456,15776,14168,4344,4118,1,-866,-749
150,4,64,8,-865,230,2653,3731,3091056,1,25,6446,411,-127,3,0.825,0,0,0,339,33,729,73,26456,15776,14168,4359,4133,1,-866,-756
150,4,64,9,-867,230,2661,3581,3091056,1,24,6446,411,-128,3,0.820,0,0,0,339,33,728,74,26456,15776,14168,4374,4148,1,-870,-752
150,4,128,0,-865,230,2864,3924,3091056,1,21,6446,411,-129,3,0.713,0,0,0,339,33,731,74,26456,15776,14168,4389,4163,1,-863,-749
150,4,128,1,-869,230,2348,3812,3091056,1,18,6446,411,-131,3,0.725,0,0,0,339,39,684,86,26456,15776,14168,4404,4178,1,-864,-750
150,4,128,2,-865,230,2357,3676,3091056,1,27,6446,411,-127,3,0.716,0,0,0,339,39,696,86,26456,15776,14168,4419,4193,1,-866,-749
150,4,128,3,-864,230,2348,3775,3091056,1,26,6446,411,-127,3,0.722,0,0,0,339,39,684,86,26456,15776,14168,4434,4208,1,-863,-748
150,4,128,4,-864,230,2363,3778,3091056,1,29,6446,411,-126,3,0.709,0,0,0,339,39,696,86,26456,15776,14168,4449,4223,1,-865,-749
150,4,128,5,-865,230,2371,3689,3091056,1,21,6446,411,-129,3,0.714,0,0,0,339,39,689,86,26456,15776,14168,4464,4238,1,-867,-750
150,4,128,6,-861,230,2362,3742,3091056,1,33,6446,411,-125,3,0.698,0,0,0,339,39,696,86,26456,15776,14168,4479,4253,1,-864,-758
150,4,128,7,-857,120,2582,4830,3091056,1,20,6446,411,-130,3,0.992,0,0,0,245,67,222,61,26456,15776,14168,4494,4268,1,-864,-748
150,4,128,8,-865,230,3841,3647,3091056,1,24,6446,411,-128,3,0.894,0,0,0,650,39,689,86,26456,15776,14168,4509,4283,1,-863,-749
150,4,128,9,-867,230,2341,3698,3091056,1,22,6446,411,-129,3,0.718,0,0,0,650,39,689,86,26456,15776,14168,4524,4298,1,-865,-750
151,4,16,0,-991,230,1078,3625,3199856,1,-91,6446,441,-204,3,0.612,0,0,0,650,39,688,87,26456,15776,14168,4539,4313,1,-1018,-781
151,4,16,1,-972,230,3177,3627,3199856,1,-77,6446,441,-191,3,0.931,0,0,0,308,36,658,80,26456,15776,14168,4554,4328,1,-975,-798
151,4,16,2,-959,230,2406,4398,3082351,1,-76,6446,310,-191,3,0.775,0,0,0,308,36,655,79,26456,15776,14168,4569,4343,1,-947,-778
151,4,16,3,-955,230,2373,4111,3082351,1,-74,6446,310,-188,3,0.786,0,0,0,308,36,657,80,26456,15776,14168,4584,4358,1,-946,-782
151,4,16,4,-970,230,2373,3714,3082351,1,-88,6446,310,-202,3,0.786,0,0,0,308,36,657,80,26456,15776,14168,4599,4373,1,-956,-780
151,4,16,5,-980,230,1543,5261,3082351,1,-96,6446,310,-207,3,0.431,0,0,0,308,36,657,80,26456,15776,14168,4614,4388,1,-986,-777
151,4,16,6,-1014,230,1272,5755,3082351,1,-109,6446,310,-220,3,0.799,0,0,0,264,0,289,32,26456,15776,14168,4629,4403,1,-979,-789
151,4,16,7,-972,230,1408,6165,3082351,1,-76,6446,310,-192,3,0.688,0,0,0,5,0,67,262,26456,15776,14168,4644,4418,1,-969,-790
151,4,16,8,-932,150,1160,4729,3087983,1,-28,6446,280,-155,3,0.413,0,0,0,5,12,67,71,26456,15776,14168,4659,4433,1,-933,-782
151,4,16,9,-922,230,2382,3933,3087983,1,-29,6446,280,-156,3,0.627,0,0,0,5,36,656,93,26456,15776,14168,4674,4448,1,-922,-789
151,4,32,0,-952,230,1194,3288,3082351,1,-66,6446,310,-182,3,0.783,0,0,0,5,36,656,93,26456,15776,14168,4689,4463,1,-952,-781
151,4,32,1,-990,230,2784,2801,3082351,1,-109,6446,310,-220,3,0.465,0,0,0,208,73,562,136,26456,15776,14168,4704,4478,1,-990,-786
151,4,32,2,-961,230,1194,3067,3082351,1,-78,6446,310,-192,3,0.666,0,0,0,208,73,562,136,26456,15776,14168,4719,4493,1,-949,-779
151,4,32,3,-963,230,2072,4037,3082351,1,-81,6446,310,-196,3,0.809,0,0,0,208,73,576,136,26456,15776,14168,4734,4508,1,-951,-774
151,4,32,4,-948,230,2458,3995,3082351,1,-66,6446,310,-182,3,0.803,0,0,0,208,36,693,79,26456,15776,14168,4749,4523,1,-941,-782
151,4,32,5,-948,230,2451,4082,3082351,1,-62,6446,310,-179,3,0.668,0,0,0,208,36,694,80,26456,15776,14168,4764,4538,1,-960,-784
151,4,32,6,-973,230,2049,3860,3082351,1,-88,6446,310,-201,3,0.805,0,0,0,208,36,576,80,26456,15776,14168,4779,4553,1,-969,-777
151,4,32,7,-980,230,2464,4122,3082351,1,-89,6446,310,-202,3,0.790,0,0,0,208,36,694,79,26456,15776,14168,4794,4568,1,-955,-781
151,4,32,8,-961,230,2915,4162,3082351,1,-78,6446,310,-193,3,0.923,0,0,0,208,37,702,81,26456,15776,14168,4809,4583,1,-946,-779
151,4,32,9,-984,230,3761,3808,3082351,1,-4,4294967295,65535,-192,3,0.803,0,0,0,208,36,694,80,26488,15744,14168,4826,4598,1,-941,-783
151,4,64,0,-954,230,1360,3308,3082351,1,-66,6446,310,-182,3,0.771,0,0,0,208,36,694,80,26456,15776,14168,4841,4615,1,-952,-780
151,4,64,1,-950,230,3475,3653,3082351,1,-64,6446,310,-181,3,0.927,0,0,0,208,33,727,74,26488,15744,14168,4858,4630,1,-949,-785
151,4,64,2,-968,230,1873,3327,3082351,1,-81,6446,310,-196,3,0.848,0,0,0,208,33,727,74,26456,15776,14168,4873,4647,1,-955,-774
151,4,64,3,-945,230,3485,3870,3082351,1,-59,6446,310,-177,3,1.030,0,0,0,336,24,450,11,26456,15776,14168,4888,4662,1,-953,-789
151,4,64,4,-941,230,2477,4118,3082351,1,-54,6446,310,-172,3,0.870,0,0,0,336,24,588,70,26456,15776,14168,4903,4677,1,-945,-784
151,4,64,5,-999,230,2071,5044,3199856,1,-116,6446,441,-227,3,0.759,0,0,0,336,33,730,73,26456,15776,14168,4918,4692,1,-978,-772
151,4,64,6,-982,230,3976,3491,3199856,1,-84,6446,441,-196,3,0.988,0,0,0,336,33,734,74,26456,15776,14168,4933,4707,1,-988,-798
151,4,64,7,-949,230,2125,3551,3082351,1,-88,6446,310,-203,3,0.814,0,0,0,336,33,731,74,26456,15776,14168,4948,4722,1,-970,-785
151,4,64,8,-964,230,3293,3766,3082351,1,-80,6446,310,-194,3,0.874,0,0,0,336,36,660,79,26488,15744,14168,4965,4737,1,-955,-790
151,4,64,9,-942,230,1838,3538,3082351,1,-52,6446,310,-172,3,0.879,0,0,0,336,36,660,79,26456,15776,14168,4980,4754,1,-954,-781
151,4,128,0,-951,230,2837,4147,3082351,1,-68,6446,310,-184,3,0.763,0,0,0,336,33,730,73,26456,15776,14168,4995,4769,1,-962,-785
151,4,128,1,-952,230,2347,4114,3082351,1,-68,6446,310,-183,3,0.843,0,0,0,336,39,684,86,26456,15776,14168,5010,4784,1,-950,-781
151,4,128,2,-954,230,2849,4484,3082351,1,-70,6446,310,-185,3,1.012,0,0,0,336,31,796,69,26456,15776,14168,5025,4799,1,-952,-783
151,4,128,3,-949,230,2898,3950,3082351,1,-63,6446,310,-180,3,0.803,0,0,0,336,31,841,69,26456,15776,14168,5040,4814,1,-967,-782
151,4,128,4,-964,230,2373,4087,3082351,1,-81,6446,310,-194,3,0.696,0,0,0,336,31,696,69,26456,15776,14168,5055,4829,1,-955,-787
151,4,128,5,-943,230,3882,3804,3082351,1,-57,6446,310,-175,3,1.158,0,0,0,451,86,627,159,26456,15776,14168,5070,4844,1,-942,-779
151,4,128,6,-940,230,2344,4488,3082351,1,-56,6446,310,-174,3,0.781,0,0,0,451,39,684,86,26456,15776,14168,5085,4859,1,-939,-785
151,4,128,7,-953,230,2334,4217,3082351,1,-70,6446,310,-186,3,0.758,0,0,0,451,39,696,86,26456,15776,14168,5100,4874,1,-943,-776
151,4,128,8,-984,230,830,5513,3082351,1,-4,4294967295,65535,-192,3,0.537,0,0,0,451,39,690,87,26456,15776,14168,5115,4889,1,-936,-780
151,4,128,9,-984,230,0,8768,3082351,1,-4,4294967295,65535,-192,3,0.406,0,0,0,451,39,690,87,26456,15776,14168,5130,4904,1,-936,-780
152,4,16,0,-886,230,7024,9577,3091056,1,44,6446,411,-122,3,0.738,0,0,0,645,31,787,69,26456,15776,14168,5145,4919,1,-880,-772
152,4,16,1,-875,230,2380,3693,3091056,1,56,6446,411,-118,3,0.723,0,0,0,645,36,658,80,26456,15776,14168,5160,4934,1,-874,-771
152,4,16,2,-876,230,2399,3340,3091056,1,54,6446,411,-118,3,0.733,0,0,0,645,36,658,80,26456,15776,14168,5175,4949,1,-875,-773
152,4,16,3,-876,230,2399,3714,3091056,1,60,6446,411,-117,3,0.737,0,0,0,645,36,663,81,26456,15776,14168,5190,4964,1,-878,-771
152,4,16,4,-879,230,2366,3492,3091056,1,46,6446,411,-121,3,0.724,0,0,0,645,36,655,79,26456,15776,14168,5205,4979,1,-883,-774
152,4,16,5,-877,230,2386,3418,3091056,1,56,6446,411,-118,3,0.740,0,0,0,645,36,656,79,26456,15776,14168,5220,4994,1,-875,-769
152,4,16,6,-879,230,2560,2989,3091056,1,39,6446,411,-123,3,0.519,0,0,0,241,77,406,94,26456,15776,14168,5235,5009,1,-879,-778
152,4,16,7,-875,230,1104,2993,3091056,1,54,6446,411,-118,3,0.730,0,0,0,241,77,406,94,26456,15776,14168,5250,5024,1,-874,-770
152,4,16,8,-877,230,3082,3526,3091056,1,52,6446,411,-119,3,0.725,0,0,0,241,36,656,79,26456,15776,14168,5265,5039,1,-879,-773
152,4,16,9,-876,230,2383,3702,3091056,1,56,6446,411,-118,3,0.732,0,0,0,241,36,656,79,26456,15776,14168,5280,5054,1,-877,-772
152,4,32,0,-875,230,2480,3370,3091056,1,60,6446,411,-117,3,0.760,0,0,0,241,36,658,80,26456,15776,14168,5295,5069,1,-873,-771
152,4,32,1,-878,230,2480,3647,3091056,1,59,6446,411,-117,3,0.764,0,0,0,241,36,701,81,26456,15776,14168,5310,5084,1,-881,-775
152,4,32,2,-876,230,2448,3402,3091056,1,52,6446,411,-119,3,0.758,0,0,0,241,36,692,79,26456,15776,14168,5325,5099,1,-875,-771
152,4,32,3,-878,230,1748,3485,3091056,1,56,6446,411,-118,3,0.780,0,0,0,241,36,694,79,26456,15776,14168,5340,5114,1,-874,-770
152,4,32,4,-876,230,3213,3661,3091056,1,60,6446,411,-117,3,0.763,0,0,0,241,36,701,81,26456,15776,14168,5355,5129,1,-873,-770
152,4,32,5,-878,230,2447,3546,3091056,1,56,6446,411,-118,3,0.751,0,0,0,241,36,693,79,26456,15776,14168,5370,5144,1,-876,-773
152,4,32,6,-878,230,2462,3444,3091056,1,45,6446,411,-121,3,0.748,0,0,0,241,36,693,79,26456,15776,14168,5385,5159,1,-879,-774
152,4,32,7,-877,230,2478,3663,3091056,1,54,6446,411,-118,3,0.753,0,0,0,241,36,696,80,26456,15776,14168,5400,5174,1,-874,-768
152,4,32,8,-875,230,2503,3171,3091056,1,45,6446,411,-121,3,0.527,0,0,0,281,78,444,95,26456,15776,14168,5415,5189,1,-875,-777
152,4,32,9,-880,230,1895,2852,3091056,1,48,6446,411,-120,3,0.756,0,0,0,281,78,444,95,26456,15776,14168,5430,5204,1,-876,-770
152,4,64,0,-880,230,1948,3574,3091056,1,53,6446,411,-119,3,0.833,0,0,0,281,36,693,79,26456,15776,14168,5445,5219,1,-882,-781
152,4,64,1,-874,230,2654,3595,3091056,1,53,6446,411,-119,3,0.824,0,0,0,281,33,734,74,26456,15776,14168,5460,5234,1,-880,-774
152,4,64,2,-877,230,2659,3584,3091056,1,54,6446,411,-118,3,0.812,0,0,0,281,33,729,73,26456,15776,14168,5475,5249,1,-878,-772
152,4,64,3,-874,230,2679,3643,3091056,1,62,6446,411,-116,3,0.826,0,0,0,281,33,731,74,26456,15776,14168,5490,5264,1,-877,-772
152,4,64,4,-877,230,2676,3707,3091056,1,56,6446,411,-118,3,0.826,0,0,0,281,33,734,74,26456,15776,14168,5505,5279,1,-873,-769
152,4,64,5,-875,230,3375,3502,3091056,1,58,6446,411,-117,3,0.816,0,0,0,281,33,728,74,26456,15776,14168,5520,5294,1,-872,-768
152,4,64,6,-881,230,1935,3798,3091056,1,47,6446,411,-120,3,0.822,0,0,0,281,33,730,74,26456,15776,14168,5535,5309,1,-881,-772
152,4,64,7,-873,230,2654,3482,3091056,1,57,6446,411,-118,3,0.818,0,0,0,281,33,729,73,26456,15776,14168,5550,5324,1,-880,-774
152,4,64,8,-883,230,2662,3859,3091056,1,49,6446,411,-120,3,0.826,0,0,0,281,33,728,74,26456,15776,14168,5565,5339,1,-883,-784
152,4,64,9,-881,230,2652,3589,3091056,1,59,6446,411,-117,3,0.813,0,0,0,281,33,734,74,26456,15776,14168,5580,5354,1,-879,-779
152,4,128,0,-881,230,4499,3622,3091056,1,50,6446,411,-119,3,1.162,0,0,0,447,73,640,135,26456,15776,14168,5595,5369,1,-888,-780
152,4,128,1,-888,230,2611,4198,3091056,1,45,6446,411,-121,3,0.710,0,0,0,447,39,689,86,26456,15776,14168,5610,5384,1,-886,-777
152,4,128,2,-889,230,2137,3630,3091056,1,36,6446,411,-124,3,0.721,0,0,0,447,39,684,86,26456,15776,14168,5625,5399,1,-885,-777
152,4,128,3,-877,230,2567,3513,3091056,1,58,6446,411,-117,3,0.711,0,0,0,447,39,696,86,26456,15776,14168,5640,5414,1,-880,-775
152,4,128,4,-877,230,2138,3579,3091056,1,53,6446,411,-118,3,0.723,0,0,0,447,39,684,86,26456,15776,14168,5655,5429,1,-878,-774
152,4,128,5,-877,230,2567,3454,3091056,1,48,6446,411,-120,3,0.712,0,0,0,447,39,696,86,26456,15776,14168,5670,5444,1,-877,-777
152,4,128,6,-881,230,2345,3539,3091056,1,36,6446,411,-124,3,0.725,0,0,0,447,39,684,86,26456,15776,14168,5685,5459,1,-881,-772
152,4,128,7,-875,230,2359,3343,3091056,1,61,6446,411,-116,3,0.701,0,0,0,447,39,696,86,26456,15776,14168,5700,5474,1,-896,-795
152,4,128,8,-914,230,2346,3393,3087983,1,-2,6446,280,-140,3,0.734,0,0,0,447,39,684,86,26456,15776,14168,5717,5491,1,-930,-794
152,4,128,9,-887,230,2399,3523,3091056,1,31,6446,411,-126,3,0.708,0,0,0,447,39,696,86,26456,15776,14168,5732,5506,1,-894,-787
153,4,16,0,-917,230,1622,3408,3091056,1,8,6446,411,-135,3,0.743,0,0,0,447,39,684,86,26456,15776,14168,5749,5523,1,-928,-783
153,4,16,1,-899,230,3247,3108,3091056,1,9,6446,411,-135,3,0.567,0,0,0,240,78,405,95,26456,15776,14168,5764,5538,1,-899,-785
153,4,16,2,-901,230,1112,3194,3091056,1,10,6446,411,-134,3,0.763,0,0,0,240,78,405,95,26456,15776,14168,5779,5553,1,-899,-787
153,4,16,3,-884,230,2388,3954,3087983,1,11,6446,280,-133,3,0.750,0,0,0,240,36,663,81,26456,15776,14168,5794,5568,1,-872,-760
153,4,16,4,-906,230,3123,3683,3091056,1,-1,6446,411,-140,3,0.749,0,0,0,240,36,656,79,26456,15776,14168,5809,5583,1,-912,-782
153,4,16,5,-915,230,1661,3850,3091056,1,-5,6446,411,-142,3,0.753,0,0,0,240,36,655,79,26456,15776,14168,5824,5598,1,-913,-786
153,4,16,6,-915,230,2382,4099,3091056,1,1,6446,411,-138,3,0.758,0,0,0,240,36,658,80,26456,15776,14168,5839,5613,1,-909,-793
153,4,16,7,-907,230,2392,3982,3091056,1,6,6446,411,-136,3,0.760,0,0,0,240,36,663,81,26456,15776,14168,5854,5628,1,-901,-786
153,4,16,8,-909,230,2395,3877,3091056,1,4,6446,411,-137,3,0.754,0,0,0,240,36,655,79,26456,15776,14168,5869,5643,1,-904,-781
153,4,16,9,-910,230,3084,3567,3091056,1,-1,6446,411,-140,3,0.747,0,0,0,240,36,656,79,26456,15776,14168,5884,5658,1,-905,-781
153,4,32,0,-908,230,1749,3866,3091056,1,8,6446,411,-135,3,0.787,0,0,0,240,36,656,79,26456,15776,14168,5899,5673,1,-903,-784
153,4,32,1,-908,230,3235,3482,3091056,1,2,6446,411,-138,3,0.779,0,0,0,240,36,701,81,26456,15776,14168,5914,5688,1,-905,-785
153,4,32,2,-904,230,2475,3651,3091056,1,16,6446,411,-132,3,0.774,0,0,0,240,36,701,81,26456,15776,14168,5929,5703,1,-904,-787
153,4,32,3,-907,230,2534,3109,3091056,1,6,6446,411,-136,3,0.566,0,0,0,279,78,442,95,26456,15776,14168,5944,5718,1,-907,-790
153,4,32,4,-903,230,1190,2876,3091056,1,11,6446,411,-134,3,0.784,0,0,0,279,78,442,95,26456,15776,14168,5959,5733,1,-905,-785
153,4,32,5,-909,230,2496,3938,3091056,1,-1,6446,411,-140,3,0.792,0,0,0,279,36,701,81,26456,15776,14168,5974,5748,1,-904,-785
153,4,32,6,-915,230,2459,3746,3091056,1,-7,6446,411,-144,3,0.775,0,0,0,279,36,693,79,26456,15776,14168,5989,5763,1,-903,-785
153,4,32,7,-914,230,3176,3692,3091056,1,-8,6446,411,-144,3,0.763,0,0,0,279,36,696,80,26456,15776,14168,6004,5778,1,-905,-787
153,4,32,8,-912,230,1739,3888,3091056,1,-6,6446,411,-142,3,0.788,0,0,0,279,36,696,80,26456,15776,14168,6019,5793,1,-906,-783
153,4,32,9,-902,230,2453,3655,3091056,1,10,6446,411,-134,3,0.774,0,0,0,279,36,694,79,26456,15776,14168,6034,5808,1,-907,-786
153,4,64,0,-905,230,2659,4010,3091056,1,9,6446,411,-135,3,0.853,0,0,0,279,36,693,79,26456,15776,14168,6049,5823,1,-905,-785
153,4,64,1,-911,230,2655,3797,3091056,1,6,6446,411,-136,3,0.850,0,0,0,279,33,734,74,26456,15776,14168,6064,5838,1,-913,-792
153,4,64,2,-905,230,2658,3770,3091056,1,9,6446,411,-135,3,0.836,0,0,0,279,33,729,73,26456,15776,14168,6079,5853,1,-910,-788
153,4,64,3,-917,230,2678,3810,3091056,1,-2,6446,411,-141,3,0.852,0,0,0,279,33,731,74,26456,15776,14168,6094,5868,1,-918,-786
153,4,64,4,-905,230,2675,3786,3091056,1,6,6446,411,-136,3,0.814,0,0,0,279,33,734,74,26456,15776,14168,6109,5883,1,-910,-786
153,4,64,5,-913,230,3342,4124,3091056,1,0,6446,411,-139,3,1.093,0,0,0,298,77,442,79,26456,15776,14168,6124,5898,1,-913,-785
153,4,64,6,-904,230,3761,3506,3091056,1,7,6446,411,-136,3,1.034,0,0,0,424,33,729,74,26456,15776,14168,6139,5913,1,-908,-784
153,4,64,7,-905,230,2681,3836,3091056,1,6,6446,411,-136,3,0.838,0,0,0,424,33,734,74,26456,15776,14168,6154,5928,1,-906,-787
153,4,64,8,-911,230,2677,3876,3091056,1,6,6446,411,-136,3,0.853,0,0,0,424,33,731,74,26456,15776,14168,6169,5943,1,-915,-790
153,4,64,9,-909,230,2676,3861,3091056,1,5,6446,411,-137,3,0.852,0,0,0,424,33,734,74,26456,15776,14168,6184,5958,1,-908,-785
153,4,128,0,-907,230,2855,4030,3091056,1,-1,6446,411,-140,3,0.734,0,0,0,424,33,728,74,26456,15776,14168,6199,5973,1,-909,-788
153,4,128,1,-913,230,2357,3653,3091056,1,2,6446,411,-138,3,0.733,0,0,0,424,33,696,74,26456,15776,14168,6214,5988,1,-916,-790
153,4,128,2,-910,230,2347,3746,3091056,1,1,6446,411,-139,3,0.736,0,0,0,424,39,684,86,26456,15776,14168,6229,6003,1,-916,-788
153,4,128,3,-918,230,2568,3540,3091056,1,-4,6446,411,-142,3,0.730,0,0,0,424,39,696,86,26456,15776,14168,6244,6018,1,-919,-787
153,4,128,4,-912,230,2136,3670,3091056,1,-9,6446,411,-144,3,0.739,0,0,0,424,39,684,86,26456,15776,14168,6259,6033,1,-908,-786
153,4,128,5,-912,230,2362,3700,3091056,1,1,6446,411,-139,3,0.730,0,0,0,424,39,696,86,26456,15776,14168,6274,6048,1,-913,-790
153,4,128,6,-910,230,3016,4638,3091056,1,-5,6446,411,-142,3,1.093,0,0,0,300,78,444,80,26456,15776,14168,6289,6063,1,-912,-780
153,4,128,7,-901,230,3878,3773,3091056,1,15,6446,411,-132,3,0.884,0,0,0,300,39,696,87,26488,15744,14168,6306,6078,1,-901,-790
153,4,128,8,-903,230,2101,3265,3091056,1,7,6446,411,-136,3,0.743,0,0,0,300,39,688,87,26456,15776,14168,6321,6095,1,-901,-782
153,4,128,9,-913,230,2341,3876,3091056,1,-1,6446,411,-140,3,0.745,0,0,0,300,39,688,87,26456,15776,14168,6336,6110,1,-914,-788
154,4,16,0,-949,230,1895,3763,3091056,1,-30,6446,411,-158,3,0.765,0,0,0,300,39,696,87,26456,15776,14168,6351,6125,1,-928,-798
154,4,16,1,-893,230,2391,3672,3087983,1,22,6446,280,-129,3,0.749,0,0,0,300,36,655,79,26456,15776,14168,6366,6140,1,-904,-784
154,4,16,2,-909,230,2377,3683,3087983,1,9,6446,280,-135,3,0.739,0,0,0,300,36,655,79,26456,15776,14168,6381,6155,1,-910,-793
154,4,16,3,-902,230,2373,3863,3087983,1,16,6446,280,-132,3,0.758,0,0,0,300,36,657,80,26456,15776,14168,6396,6170,1,-898,-783
154,4,16,4,-905,230,2405,3721,3087983,1,19,6446,280,-130,3,0.747,0,0,0,300,37,664,81,26456,15776,14168,6411,6185,1,-908,-793
154,4,16,5,-902,230,2405,3654,3087983,1,11,6446,280,-134,3,0.749,0,0,0,300,36,656,79,26456,15776,14168,6426,6200,1,-901,-781
154,4,16,6,-902,230,3086,3673,3087983,1,12,6446,280,-133,3,0.740,0,0,0,300,36,655,79,26456,15776,14168,6441,6215,1,-907,-795
154,4,16,7,-907,230,2528,3315,3087983,1,2,6446,280,-138,3,0.567,0,0,0,240,77,405,93,26456,15776,14168,6456,6230,1,-907,-789
154,4,16,8,-905,230,1077,2942,3087983,1,11,6446,280,-134,3,0.764,0,0,0,240,77,405,93,26456,15776,14168,6471,6245,1,-928,-800
154,4,16,9,-911,230,2403,3687,3087983,1,10,6446,280,-134,3,0.752,0,0,0,240,36,656,79,26456,15776,14168,6486,6260,1,-920,-797
154,4,32,0,-937,230,3167,3617,3091056,1,-24,6446,411,-153,3,0.787,0,0,0,240,36,655,79,26456,15776,14168,6501,6275,1,-933,-794
154,4,32,1,-902,230,1713,3983,3087983,1,13,6446,280,-133,3,0.777,0,0,0,240,36,696,80,26456,15776,14168,6516,6290,1,-902,-784
154,4,32,2,-907,230,2485,3737,3087983,1,18,6446,280,-131,3,0.769,0,0,0,240,36,694,79,26456,15776,14168,6531,6305,1,-892,-778
154,4,32,3,-938,230,2453,4217,3091056,1,-25,6446,411,-154,3,0.805,0,0,0,240,36,693,79,26456,15776,14168,6546,6320,1,-935,-799
154,4,32,4,-909,230,2470,3953,3087983,1,2,6446,280,-138,3,0.781,0,0,0,240,36,701,81,26456,15776,14168,6561,6335,1,-907,-785
154,4,32,5,-904,230,2482,3786,3087983,1,17,6446,280,-131,3,0.775,0,0,0,240,36,694,79,26456,15776,14168,6576,6350,1,-900,-790
154,4,32,6,-908,230,2457,3722,3087983,1,6,6446,280,-136,3,0.777,0,0,0,240,36,693,79,26456,15776,14168,6591,6365,1,-913,-789
154,4,32,7,-898,230,2453,3844,3087983,1,16,6446,280,-132,3,0.774,0,0,0,240,36,694,80,26456,15776,14168,6606,6380,1,-898,-791
154,4,32,8,-910,230,2484,3633,3087983,1,3,6446,280,-138,3,0.767,0,0,0,240,37,702,81,26456,15776,14168,6621,6395,1,-904,-786
154,4,32,9,-902,230,3329,3202,3087983,1,19,6446,280,-130,3,0.572,0,0,0,262,73,408,89,26456,15776,14168,6636,6410,1,-902,-791
154,4,64,0,-908,230,1395,3075,3087983,1,13,6446,280,-133,3,0.853,0,0,0,262,73,408,89,26456,15776,14168,6651,6425,1,-909,-786
154,4,64,1,-901,230,2661,3720,3087983,1,24,6446,280,-128,3,0.843,0,0,0,262,33,734,74,26456,15776,14168,6666,6440,1,-904,-789
154,4,64,2,-891,230,2658,3750,3087983,1,34,6446,280,-124,3,0.835,0,0,0,262,33,731,73,26456,15776,14168,6681,6455,1,-891,-778
154,4,64,3,-904,230,2644,4009,3087983,1,13,6446,280,-133,3,0.849,0,0,0,262,33,729,74,26456,15776,14168,6696,6470,1,-907,-789
154,4,64,4,-906,230,2645,3744,3087983,1,9,6446,280,-135,3,0.847,0,0,0,262,33,731,73,26456,15776,14168,6711,6485,1,-904,-791
154,4,64,5,-904,230,2652,4001,3087983,1,11,6446,280,-134,3,0.856,0,0,0,262,33,727,74,26456,15776,14168,6726,6500,1,-898,-782
154,4,64,6,-910,230,2686,3878,3087983,1,4,6446,280,-137,3,0.845,0,0,0,262,33,735,74,26456,15776,14168,6741,6515,1,-906,-786
154,4,64,7,-938,230,2649,4262,3091056,1,-24,6446,411,-153,3,0.869,0,0,0,262,33,727,74,26456,15776,14168,6756,6530,1,-939,-793
154,4,64,8,-902,230,2686,3578,3087983,1,16,6446,280,-132,3,0.841,0,0,0,262,33,734,74,26456,15776,14168,6771,6545,1,-908,-794
154,4,64,9,-900,230,2685,3579,3087983,1,21,6446,280,-129,3,0.833,0,0,0,262,33,734,74,26456,15776,14168,6786,6560,1,-897,-792
154,4,128,0,-900,230,2773,3677,3087983,1,14,6446,280,-133,3,0.686,0,0,0,262,33,728,74,26456,15776,14168,6801,6575,1,-894,-784
154,4,128,1,-885,230,3144,4562,3087983,1,33,6446,280,-125,3,1.034,0,0,0,451,66,493,123,26456,15776,14168,6816,6590,1,-887,-779
154,4,128,2,-900,230,3916,3821,3087983,1,19,6446,280,-131,3,0.827,0,0,0,451,39,690,87,26488,15744,14168,6833,6605,1,-900,-792
154,4,128,3,-913,230,1587,2963,3087983,1,8,6446,280,-135,3,0.740,0,0,0,451,39,690,87,26456,15776,14168,6848,6622,1,-907,-793
154,4,128,4,-908,230,2352,3905,3087983,1,11,6446,280,-134,3,0.734,0,0,0,451,36,639,80,26456,15776,14168,6863,6637,1,-905,-788
154,4,128,5,-916,230,2579,3506,3087983,1,8,6446,280,-135,3,0.737,0,0,0,451,39,684,86,26456,15776,14168,6878,6652,1,-901,-786
